province,osm_type,osm_id,name,amenity,healthcare,operator,lat,lon
Sud-Kivu,node,6475951374,Polyclinique St George,clinic,"","",-3.0636006,28.1886964
Sud-Kivu,node,6475961284,Polyclinique Terre d' Espoir,clinic,"","",-3.062451,28.1885162
Sud-Kivu,node,6475961685,Poste de Santé de Mazozo,doctors,"","",-3.1176116,28.1857279
Sud-Kivu,node,5375073449,Poste de santé,doctors,"",public,-4.417726,28.7925374
Sud-Kivu,node,5375118093,Poste de santé,doctors,"",public,-4.0402238,28.8802913
Sud-Kivu,node,5373396010,Poste de santé 8CEPAC Kihimino,doctors,"",public,-4.2984848,29.2288866
Sud-Kivu,node,5373400621,Poste de santé Neema,doctors,"",public,-4.1911892,29.2518778
Sud-Kivu,node,5373463495,Poste de santé Samuel,doctors,"",public,-4.7956361,29.0969641
Sud-Kivu,node,5374966645,Poste de santé avancé de Karamba,doctors,"",public,-4.5091392,29.1962381
Sud-Kivu,node,5374966650,Poste de santé communautaire de Mulolo,doctors,"",public,-4.4976734,29.1913873
Sud-Kivu,node,5375126381,Poste de santé d'Alenga,doctors,"",public,-4.0803379,28.9528577
Sud-Kivu,node,5373376844,Poste de santé de 5em Celpa,doctors,"",public,-4.3599949,29.1530196
Sud-Kivu,node,5375070144,Poste de santé de Ibindi,doctors,"",public,-4.3333783,28.81576
Sud-Kivu,node,5375117567,Poste de santé de Itendelo,doctors,"",public,-4.0669935,28.8519873
Sud-Kivu,node,5375108807,Poste de santé de Kalungwa,doctors,"",public,-4.0977627,28.940869
Sud-Kivu,node,5373366196,Poste de santé de Katalukulu,doctors,"",public,-4.2602315,29.041938
Sud-Kivu,node,5373465835,Poste de santé de Kavumbwe,doctors,"",public,-4.5915577,29.123345
Sud-Kivu,node,5374961567,Poste de santé de Kibanga,doctors,"",public,-4.4879602,29.167344
Sud-Kivu,node,4590771199,Poste de santé de Lobilo,doctors,"",public,-4.3449562,29.2192376
Sud-Kivu,node,5375077244,Poste de santé de Milimba 3/Kasiru,doctors,"",public,-4.1547383,28.7326223
Sud-Kivu,node,5375077990,Poste de santé de Mukalati,doctors,"",public,-4.1575699,28.7498246
Sud-Kivu,node,5370653984,Poste de santé de Mwandiga 3,doctors,"",public,-4.1522825,29.0758511
Sud-Kivu,node,5375074437,Poste de santé de Nakatete/Ikunda,doctors,"",public,-4.2116075,28.7552091
Sud-Kivu,node,5375017705,Poste de santé de Namisha,doctors,"",public,-4.3828504,28.9213922
Sud-Kivu,node,5373464732,Poste de santé de Nguma,doctors,"",public,-4.6468737,29.1084521
Sud-Kivu,node,6594848191,Rutasoka Clinic,clinic,"","",-3.3683498,29.147475
Sud-Kivu,node,5373362407,Site des soins communautaire,doctors,"",public,-4.2380564,29.0909339
Sud-Kivu,node,5373402238,Site des soins de Mkendo,doctors,"",public,-4.1524985,29.2586611
Sud-Kivu,node,5655665145,Sussane,doctors,"","",-3.4584117,29.1320702
Sud-Kivu,node,7853742217,Tradi Praticien Cidasa 2,clinic,clinic,"",-2.4995578,28.8531716
Tshopo,node,7044960789,Centre Médical Bethsaida,doctors,doctor,"",0.5065611,25.2235023
Tshopo,node,7022565210,Centre Médical Genèse 2,doctors,doctor,"",0.5206618,25.1930268
Tshopo,node,7044949577,Centre Médical Kitumaini,doctors,doctor,"",0.5175279,25.2576005
Tshopo,node,4330043966,Centre de Sante Ste. Elisabeth,clinic,"","",1.5487777,25.3105488
Tshopo,node,7029585235,Centre de Santé,doctors,"","",1.6610578,27.004365
Tshopo,node,3956619730,Centre de Santé Bolama,doctors,"","",1.9512045,22.986209
Tshopo,node,3956619731,Centre de Santé Bolila,doctors,"","",1.8417686,23.1308187
Tshopo,node,7029924024,Centre de Santé Imani,doctors,doctor,"",0.5342651,25.1961708
Tshopo,node,4123406846,Centre de Santé Yakapko,doctors,"","",1.9332971,23.4403252
Tshopo,node,3956619732,Centre de Santé Yamoomba,doctors,"","",1.853449,23.1130551
Tshopo,node,3956614613,Centre de Santé Yatutia,doctors,"","",2.0229742,23.1650505
Tshopo,way,791752837,Centre de Santé de Bafwenduo,hospital,hospital,"",1.2235907,27.5207854
Tshopo,node,7036885022,Centre de Santé de Référence Baego,clinic,"","",0.7741773,26.261369
Tshopo,way,196168016,Du Canon,hospital,hospital,"",0.5125114,25.1933293
Tshopo,way,262073556,Hopital Général de Kisangani,hospital,hospital,"",0.5136843,25.1711342
Tshopo,way,939095157,Hôpital BMS Yakusu,hospital,hospital,"",0.5706634,25.0263638
Tshopo,way,435067157,Hôpital General de Reference de Banalia,hospital,"","",1.5563681,25.3238359
Tshopo,way,791822966,Hôpital Général de Référence Yalimbongo,hospital,hospital,"",2.014513,23.2511634
Tshopo,way,1541005383,Hôpital Général de Référence d'Isangi,hospital,"","",0.7831793,24.2727281
Tshopo,way,797574497,Hôpital du Cinquantenaire,hospital,"","",0.5148807,25.2083696
Tshopo,way,430906776,Hôpital général de référence,hospital,hospital,"",-0.3602763,25.4312079
Tshopo,way,196168023,Rheoboth,hospital,hospital,"",0.5101335,25.1990223
